,ctarget
740772,normal
3807502,dos
2585355,dos
589734,dos
1124615,dos
4568744,dos
3589023,dos
1627395,dos
122880,normal
2185150,dos
357486,normal
2146948,dos
4846443,dos
3195760,dos
25612,normal
1397007,r2l
1756533,dos
1405734,normal
1671349,dos
2862136,dos
924177,dos
3011232,dos
765313,normal
2364271,dos
1074376,dos
415281,normal
301407,normal
2630505,dos
634978,dos
838990,normal
1990621,dos
2652046,dos
2122656,dos
238356,normal
1290646,dos
833157,normal
2309105,dos
2767024,dos
352877,normal
340163,normal
481170,dos
4825363,normal
264374,probe
4620263,dos
722683,normal
1955312,dos
1145527,dos
1210882,dos
2298742,dos
4788200,normal
4829559,normal
2239712,dos
1769880,dos
3294719,dos
1099988,dos
942096,dos
1154741,dos
1478796,dos
4252476,dos
4528165,normal
4051392,dos
3443150,normal
3785621,dos
4098282,dos
1372017,normal
2082455,dos
644886,dos
4679807,dos
3544510,dos
4861379,dos
2397294,dos
4075945,dos
778065,normal
480540,dos
3692254,dos
3885516,dos
2157004,dos
111449,dos
1315762,dos
2145601,dos
2957395,dos
2621624,dos
4175151,dos
2617547,dos
1272964,dos
2952208,dos
2156204,dos
1147346,dos
462532,dos
3386206,dos
434693,dos
277144,normal
589556,dos
1549636,dos
2445809,dos
3133309,dos
1456119,normal
4559495,dos
2268393,dos
3433741,normal
2789937,dos
1009096,dos
2333440,dos
3362906,dos
261592,normal
4735333,dos
1372677,normal
153832,normal
173863,normal
1509836,dos
290146,normal
4390217,dos
2832164,dos
2196207,dos
2827648,dos
2936255,dos
1714133,dos
1760297,dos
2125406,dos
2608488,dos
4088575,dos
3796430,dos
1201296,dos
2777481,dos
563493,dos
3900524,dos
542292,dos
1835207,dos
3247907,dos
2658254,dos
2094676,dos
3084810,dos
1333302,dos
4634234,dos
3180633,dos
1410108,normal
4473972,normal
1957497,dos
3612426,dos
2390575,dos
3935001,dos
4103831,dos
4467475,normal
1475433,dos
1278035,dos
2212285,dos
2788692,dos
3661923,dos
501214,normal
3366409,dos
491973,dos
176762,normal
3459866,dos
2176401,dos
1586511,dos
3116919,dos
3963039,dos
1947545,dos
2796680,dos
1588940,dos
1161134,dos
4067349,dos
3510148,dos
800610,normal
1247110,dos
1301439,dos
842285,probe
4088040,dos
3489039,dos
3807865,dos
798245,normal
669441,dos
705767,dos
3736080,dos
1904798,dos
242340,normal
56996,normal
246398,normal
4655336,dos
1124428,dos
975325,dos
4349163,dos
3662343,dos
1695115,dos
2833963,dos
518782,dos
513089,normal
3932241,dos
2766622,dos
755353,normal
1571309,dos
7266,normal
2120958,dos
2519999,dos
3016008,dos
1849194,dos
1853792,dos
4013561,dos
407439,normal
630215,dos
227290,normal
3988126,dos
4209498,dos
4878590,normal
2186262,dos
2002412,dos
814269,normal
3324051,dos
1298749,dos
1221211,dos
3836032,dos
3667089,dos
2068956,dos
4657044,dos
455796,dos
2199589,dos
693340,dos
3121904,dos
2241103,dos
3415677,normal
3163344,dos
4768597,normal
3686945,dos
2155640,dos
2913413,dos
612695,dos
2004911,dos
50352,normal
2778426,dos
1784881,dos
4094461,dos
628076,dos
2314941,dos
2389264,dos
1073116,dos
4623758,dos
1679067,dos
2460601,dos
2545294,dos
1998474,dos
2610275,dos
2794913,dos
2752819,dos
1894913,dos
4888058,normal
3908477,dos
3833092,dos
253452,normal
972857,dos
4256720,dos
4401711,dos
3789756,dos
1993568,dos
610063,dos
3226436,dos
2119543,dos
386039,normal
2511382,dos
4105558,dos
793984,normal
4858203,dos
2566323,dos
723352,normal
4842482,dos
785971,normal
4367057,dos
3406538,normal
299439,normal
3631759,dos
87620,dos
1910803,dos
26212,normal
269677,normal
4127580,dos
3910040,dos
360601,normal
695528,dos
1951363,dos
2884801,dos
2699778,dos
3612700,dos
1439368,normal
1203921,dos
1068055,dos
1348578,normal
4489547,normal
1034636,normal
2713836,dos
3728385,dos
917517,dos
2761702,dos
1581270,dos
3588093,dos
2714970,dos
3796933,dos
2401139,dos
688157,dos
225814,normal
2433861,dos
2183955,dos
1271937,dos
3467905,dos
1296545,dos
874600,normal
1543287,dos
1012796,dos
960063,dos
4629299,dos
4847529,dos
698804,dos
2155932,dos
1083938,dos
4314855,dos
4362775,dos
2702515,dos
352410,normal
1069968,dos
4549991,normal
4765116,normal
1580994,dos
1210278,dos
3034752,dos
1959788,dos
1134583,dos
2539521,dos
4210915,dos
1557774,dos
3790896,dos
1798168,dos
4474113,normal
2792812,dos
198438,normal
3998958,dos
783501,normal
2972838,dos
4551292,normal
3016123,dos
3766512,dos
192752,normal
2479997,dos
4225147,dos
1614496,dos
189168,normal
4856902,dos
2743183,dos
1492616,dos
1502479,dos
4288801,dos
2072966,dos
1479358,dos
1433834,normal
2444539,dos
39326,normal
2395570,dos
3097053,dos
91503,dos
2382673,dos
1288788,dos
4080139,dos
4746930,dos
498896,normal
331105,normal
25575,normal
514966,normal
2134661,dos
4016801,dos
4207906,dos
1132024,dos
2171802,dos
4854198,dos
3397785,normal
298704,normal
3230440,dos
4731628,dos
3224126,dos
4118819,dos
4600789,dos
4284971,dos
2895745,dos
4125183,dos
4424835,dos
225326,normal
125934,normal
3006207,dos
2034118,dos
1941120,dos
4344942,dos
1759347,dos
1311275,dos
2035997,dos
3821010,dos
4729596,dos
2082522,dos
3123904,dos
312529,normal
4570638,dos
1969659,dos
1154435,dos
608465,dos
3748112,dos
3893559,dos
1565400,dos
4460456,normal
3240475,dos
872647,normal
28836,normal
840606,normal
1078405,dos
276101,normal
2010203,dos
233040,normal
1897044,dos
1687205,dos
3123752,dos
3370012,dos
4199736,dos
805747,normal
644298,dos
4501300,normal
3665331,dos
1459141,normal
2715777,dos
86885,dos
2011977,dos
4638786,dos
4680161,dos
710276,dos
4819838,normal
1461766,probe
3372162,dos
1620069,dos
1592434,dos
2618030,dos
1070071,dos
3416422,normal
3019771,dos
4583924,dos
285843,normal
1555550,dos
1537444,dos
2273236,dos
614434,dos
131165,normal
4791566,normal
3047302,dos
1785815,dos
2370040,dos
4421351,dos
289192,normal
3581030,dos
1459026,dos
4209650,dos
2432594,dos
4752488,dos
3645073,dos
10555,normal
43018,normal
393693,normal
4089110,dos
2097133,dos
4889179,normal
4066024,dos
2659037,dos
3029377,dos
3075754,dos
1557753,dos
1875737,dos
2535578,dos
4790979,normal
564119,dos
3543665,dos
1925969,dos
290136,normal
3019651,dos
913584,dos
2963179,dos
1095452,dos
3406936,normal
1549745,dos
3279276,dos
3866234,dos
4183844,dos
4134244,dos
3778435,dos
4004811,dos
1322774,dos
4870188,normal
2123501,dos
751448,normal
246525,normal
4077328,dos
4839078,dos
4151178,dos
4470318,normal
3890331,dos
4334909,dos
464669,dos
260027,normal
1582015,dos
4611473,dos
571660,dos
1841236,dos
2892958,dos
761031,normal
2686691,dos
2283193,dos
2750897,dos
3613988,dos
458874,dos
2791314,dos
4333653,dos
2614739,dos
29571,normal
3983142,dos
1302421,dos
56488,normal
4210654,dos
4453548,dos
4880768,normal
1239417,dos
2207246,dos
1780164,dos
4836651,dos
978124,dos
3092670,dos
775729,normal
1585963,dos
3272888,dos
1121977,dos
1458490,normal
1993479,dos
3306128,dos
329106,normal
720613,dos
558555,dos
809948,normal
1912233,dos
2729082,dos
3226956,dos
3613808,dos
4175526,dos
4404092,dos
1568408,dos
2966353,dos
3905267,dos
3895165,dos
1267647,dos
2364105,dos
4074304,dos
1027703,normal
495217,dos
2984825,dos
3775418,dos
3603824,dos
2705789,dos
3989008,dos
1439237,normal
2117345,dos
3204798,dos
3971560,dos
674319,dos
2163488,dos
31716,normal
4030759,dos
4088296,dos
1203548,dos
383379,normal
3310394,dos
4319869,dos
1171996,dos
4036469,dos
3756103,dos
3657019,dos
2150383,dos
3640823,dos
2506623,dos
1282945,dos
4769371,normal
3811756,dos
3988285,dos
4704126,dos
2023559,dos
3176272,dos
843309,normal
2874739,dos
3502019,dos
1516220,dos
4275691,dos
3164034,dos
207687,normal
2611625,dos
1920123,dos
51316,normal
559520,dos
1916556,dos
4586213,dos
4564139,dos
3260621,dos
3105455,dos
4337088,dos
2048422,dos
3871278,dos
695486,dos
208021,normal
610391,dos
471408,dos
1969557,dos
3132260,dos
2478380,dos
3402881,normal
2868759,dos
207494,normal
3218543,dos
2879477,dos
4244727,dos
925270,dos
4027210,dos
2565978,dos
4612691,dos
2082832,dos
215403,normal
4848065,dos
1643368,dos
3024472,dos
1881236,dos
994116,dos
1447851,normal
4224396,dos
4712745,dos
898171,probe
4867598,dos
3830675,dos
4762093,dos
4841447,dos
4591665,dos
3929870,normal
4382285,dos
4589096,dos
2625129,dos
1523918,dos
3093917,dos
331477,normal
52956,normal
3274646,dos
744867,normal
4085883,dos
1148192,dos
31850,normal
2061271,dos
3984763,dos
4091138,dos
2860785,dos
3140832,dos
135384,normal
3228353,dos
2191655,dos
3431989,normal
3437542,normal
4048958,dos
328539,normal
3513720,dos
1199293,dos
4172049,dos
3068006,dos
2125387,dos
594532,dos
3287122,dos
3983356,dos
3839427,dos
4569394,dos
2474033,dos
3192692,dos
863852,normal
1767741,dos
4076952,dos
3820118,dos
390262,normal
2098109,dos
3763817,dos
152208,normal
3751333,dos
1956814,dos
3619359,dos
1534794,dos
355516,normal
3668370,dos
4886200,normal
4719130,dos
91146,dos
3794820,dos
1116512,dos
1302856,dos
305413,normal
3839723,dos
1356592,normal
2301205,dos
2889002,dos
2805506,dos
1814938,dos
2845168,dos
990621,dos
3499960,dos
253756,normal
2163959,dos
4798772,normal
9184,normal
2128567,dos
4285347,dos
823518,normal
4443005,dos
591748,dos
1535476,dos
4757433,dos
3690586,dos
981620,dos
2024647,dos
1899318,dos
2870312,dos
622834,dos
955848,dos
2931669,dos
3414754,normal
720931,normal
2783137,dos
2349339,dos
1637905,dos
2853981,dos
1420194,normal
4235002,dos
3950029,dos
1471439,dos
855240,normal
1511163,dos
4214347,dos
663998,dos
3525627,dos
1757078,dos
4144956,dos
3541715,dos
4748307,dos
4441374,dos
3188660,dos
743174,normal
2904341,dos
2121886,dos
3554314,dos
3460432,dos
1627107,dos
614540,dos
472541,dos
2776337,dos
4114200,dos
2675448,dos
2826190,dos
2541972,dos
3389679,dos
3597781,dos
3939311,dos
2399749,dos
4578861,dos
3248668,dos
4563474,dos
4518586,probe
1414353,normal
1304329,dos
4324142,dos
1248341,dos
2227990,dos
4778487,normal
3488249,dos
3841221,dos
1107244,dos
2534379,dos
3330088,dos
4734123,dos
176001,normal
3984949,dos
2228167,dos
2202701,dos
691350,dos
2518625,dos
3363085,dos
2580522,dos
4726590,dos
2217233,dos
473782,dos
97406,dos
297262,normal
2976467,dos
4589603,dos
3308705,dos
2644115,dos
2561287,dos
3235154,dos
218861,normal
2158965,dos
1355322,normal
2786684,dos
2002463,dos
4364832,dos
2642931,dos
1563016,dos
3684857,dos
4041356,dos
2860130,dos
3128387,dos
1480640,dos
2662712,dos
2159510,dos
2866507,dos
1617375,dos
4070899,dos
2673786,dos
3164388,dos
236501,normal
698761,dos
3474561,dos
715212,dos
2885315,dos
1340755,dos
4170842,dos
2512316,dos
930523,dos
4545715,normal
2299305,dos
482231,dos
1276086,dos
1790943,dos
3875414,dos
1149934,dos
3231130,dos
3449818,normal
1567586,dos
1380934,dos
940677,dos
312740,normal
4402701,dos
3872417,dos
4143768,dos
4370755,dos
1036000,normal
2499975,dos
1947330,dos
4466865,normal
648068,dos
3118606,dos
1484323,dos
3411633,probe
2026833,dos
4113771,dos
3812080,dos
4320972,dos
3391564,dos
4777440,normal
363447,normal
1172286,dos
3771136,dos
3763583,dos
4021701,dos
1845070,dos
4061830,dos
3139001,dos
1881759,dos
2345751,dos
1282169,dos
2968525,dos
528018,dos
2209056,dos
1746124,dos
159889,normal
3269258,dos
2217406,dos
682786,dos
1525517,dos
1405004,normal
561347,dos
2394510,dos
973376,dos
3745699,dos
4343887,dos
3832149,dos
1588794,dos
2589948,dos
4471135,normal
957340,dos
2175776,dos
4222817,dos
4583766,dos
2583001,dos
1378329,normal
4438412,dos
2203238,dos
2147434,dos
365593,normal
4259485,dos
3534650,dos
250925,normal
2502418,dos
2378894,dos
4422625,dos
3083867,dos
1641780,dos
4476333,normal
1486748,dos
2258943,dos
2958273,dos
4631132,dos
3059246,dos
1811532,dos
1436495,normal
3325609,dos
4753548,dos
4624914,dos
4371315,dos
4585934,dos
4722074,dos
1343340,normal
967100,dos
2536589,dos
1692410,dos
4131029,dos
2177923,dos
2958117,dos
3021061,dos
1738334,dos
409690,normal
3743237,dos
1281354,dos
1025677,normal
216888,normal
3209738,dos
3947930,dos
4855756,dos
3194851,dos
2035346,dos
1030557,normal
4711321,dos
4675327,dos
2862978,dos
2082523,dos
1474675,dos
3176819,dos
2675492,dos
4374487,dos
4170962,dos
1569263,dos
2559540,dos
2348141,dos
2027196,dos
3272103,dos
1666436,dos
2508028,dos
2907861,dos
4046608,dos
3005307,dos
3357269,dos
1089089,dos
1721820,dos
4479295,normal
4729268,dos
4793743,normal
4632128,dos
443702,dos
2276769,dos
1122158,dos
144470,normal
2473527,dos
3169712,dos
3089945,dos
3825379,dos
1968543,dos
2312688,dos
2243696,dos
3803888,dos
121019,normal
2711131,dos
3240088,dos
810976,normal
2239640,dos
1837401,dos
4124605,dos
1158090,dos
3967903,dos
1381621,normal
4131384,dos
1180605,dos
3997995,dos
3810305,dos
534429,dos
3926613,normal
1713414,dos
1188525,dos
2013174,dos
3744107,dos
3404335,normal
2218724,dos
3018761,dos
4468319,normal
1339076,dos
3466631,dos
1046569,normal
1108082,dos
698626,dos
734478,normal
2244899,dos
1191141,dos
520559,dos
4802149,normal
2492639,dos
1513696,dos
3801043,dos
2358006,dos
658087,dos
1057505,normal
3985957,dos
3921204,dos
4298217,dos
4279371,dos
4107372,dos
1770998,dos
3336139,dos
624640,dos
2039701,dos
284109,normal
3107024,dos
3462016,dos
348386,normal
1917267,dos
3513246,dos
1419547,normal
790980,normal
1826657,dos
3364403,dos
2108393,dos
824480,normal
588263,dos
4690423,dos
2583747,dos
1447758,normal
4711913,dos
3278892,dos
1549183,dos
3089332,dos
3920436,dos
484084,dos
44057,normal
740146,normal
439,normal
2098717,dos
611155,dos
1308324,dos
4879216,normal
4355435,dos
3706703,dos
727112,normal
3610930,dos
3193404,dos
3886969,dos
1256477,dos
3182305,dos
1873169,dos
4839120,dos
4119812,dos
1525348,dos
2345449,dos
371410,normal
1957144,dos
2743687,dos
4536541,normal
1828386,dos
397480,normal
2935504,dos
3748887,dos
1489133,dos
3930331,normal
2748898,dos
2056698,dos
840011,normal
35872,normal
2191809,dos
3882772,dos
23532,normal
3349745,dos
3256377,dos
1684499,dos
1217980,dos
3751137,dos
3490900,dos
4767163,normal
80043,dos
4079447,dos
347187,normal
173342,normal
3837553,dos
2283617,dos
3164491,dos
1949050,dos
4589790,dos
2607450,dos
4287386,dos
3598498,dos
4398825,dos
3146616,dos
3087600,dos
4081371,dos
4651768,dos
4509937,normal
4118520,dos
1374789,normal
912584,dos
4539917,normal
3478099,dos
3218284,dos
2540170,dos
4428472,dos
891727,normal
4617065,dos
2376434,dos
4692879,dos
1849143,dos
1830803,dos
3437511,normal
3879352,dos
474930,dos
1105261,dos
3094037,dos
2029797,dos
3684511,dos
1719562,dos
4067383,dos
3082942,dos
981563,dos
859946,normal
2967575,dos
3227788,dos
1823409,dos
150,normal
638612,dos
2346841,dos
4620812,dos
3443837,normal
3672950,dos
3140921,dos
3195060,dos
2716546,dos
4699036,dos
1686104,dos
4341242,dos
3289720,dos
3390155,dos
2683473,dos
3206118,dos
1799253,dos
1080281,dos
1763320,dos
4606210,dos
4588877,dos
1507784,dos
240783,normal
3250685,dos
4008714,dos
1639874,dos
1931524,dos
3059855,dos
3745184,dos
2939942,dos
3818937,dos
1204990,dos
828184,normal
4783573,normal
4515144,normal
2963423,dos
3066048,dos
4740952,dos
1259082,dos
1740070,dos
129781,normal
471034,dos
3617770,dos
4545166,normal
110750,dos
664167,dos
4816499,dos
274107,normal
2844022,dos
4325923,dos
764025,normal
2341977,dos
1229133,dos
511737,normal
2414289,dos
3920823,dos
2619189,dos
541610,dos
2655991,dos
1870147,dos
3244489,dos
2960104,dos
675167,dos
1018056,normal
4657960,dos
1716600,dos
1236665,dos
2597324,dos
3134498,dos
2469655,dos
1178195,dos
3489741,dos
537282,dos
4766330,normal
192303,normal
2596064,dos
3589844,dos
403996,normal
666148,dos
1041357,normal
405491,normal
1696290,dos
2269599,dos
1524931,dos
4540710,normal
2148331,dos
1954949,dos
3928997,normal
2340324,dos
1166786,dos
1905541,dos
2100936,dos
481072,dos
318188,normal
4304517,dos
1553456,dos
2045954,dos
160139,normal
949341,dos
4580997,dos
740012,normal
1667166,dos
4596482,dos
953849,dos
3836328,dos
1170024,dos
3569346,dos
2063562,dos
4251812,dos
38507,normal
852687,normal
3121978,dos
1919856,dos
1837348,dos
2926981,dos
304202,normal
3714219,dos
1327924,dos
147975,normal
1833083,dos
1670926,dos
4534537,normal
2581335,dos
3599316,dos
3117897,dos
2870304,dos
3926513,normal
4384472,dos
4866951,dos
1794756,dos
1185595,dos
2852701,dos
3565011,dos
3880095,dos
86404,dos
2079150,dos
1001545,dos
2724970,dos
2740985,dos
3196348,dos
256255,normal
3997862,dos
1770050,dos
646467,dos
1102534,dos
1669634,dos
2394539,dos
1429562,normal
1243083,dos
2415606,dos
1039932,normal
1235135,dos
2287436,dos
3509648,dos
2269855,dos
2164737,dos
4385789,dos
756281,normal
3432833,probe
191059,normal
555027,dos
2942764,dos
4678941,dos
2240594,dos
1975348,dos
2306062,dos
4030651,dos
2954855,dos
1980513,dos
3113276,dos
4524194,normal
2399969,dos
3081945,dos
3841767,dos
2595700,dos
4375057,dos
1841697,dos
4718902,dos
4565152,dos
41598,normal
1464470,probe
1484149,dos
1315345,dos
2020824,dos
520200,dos
4476944,normal
593963,dos
3303637,dos
2925021,dos
4107398,dos
4615984,dos
4012338,dos
2344433,dos
1914484,dos
732192,normal
3403915,normal
962626,dos
4803127,normal
1451325,normal
1908106,dos
1019776,normal
3398124,normal
2969215,dos
1271078,dos
976837,dos
2455830,dos
379206,normal
3183969,dos
491635,dos
1137125,dos
1536684,dos
4352530,dos
4421182,dos
1218534,dos
3495423,dos
3087210,dos
606237,dos
1732970,dos
417361,normal
1809560,dos
4811107,dos
4684210,dos
2788503,dos
4566194,dos
2339215,dos
2024499,dos
2489915,dos
4174154,dos
4774242,normal
223510,normal
1094680,dos
829061,normal
2204706,dos
2746349,dos
3431183,normal
3727536,dos
4801129,normal
1198217,dos
1008581,dos
2757260,dos
507446,normal
3477769,dos
2717104,dos
1512599,dos
710699,dos
1812717,dos
4277931,dos
2435924,dos
4737907,dos
419880,normal
1263442,dos
4068847,dos
34769,normal
4691831,dos
1951123,dos
4217913,dos
2683016,dos
4638826,dos
364672,normal
3022932,dos
2374971,dos
2543241,dos
3610550,dos
459952,dos
1815996,dos
2372357,dos
957017,dos
2224147,dos
1611987,dos
764793,normal
1819799,dos
2339598,dos
2602746,dos
3554411,dos
3948972,dos
335240,normal
619776,dos
695923,dos
2297252,dos
789631,normal
3862570,dos
4546151,normal
532362,dos
2544484,dos
1310946,dos
1839458,dos
83889,dos
2435750,dos
3079022,dos
1238540,dos
2706428,dos
1665337,dos
4814300,dos
2117790,dos
1503971,dos
4159772,dos
837090,normal
1320140,dos
3931165,dos
3409884,normal
921825,dos
1587040,dos
2149467,dos
1104059,dos
3791631,dos
2031090,dos
809361,probe
158458,normal
1880435,dos
3080335,dos
1318032,dos
3196671,dos
3841981,dos
2347701,dos
3268729,dos
468330,dos
4831118,normal
1523404,dos
1173572,dos
2879454,dos
798661,normal
2205040,dos
3257908,dos
323852,normal
385178,normal
3975287,dos
2277276,dos
1386972,probe
209709,normal
2483160,dos
1495987,dos
4333275,dos
4004145,dos
3798665,dos
4811017,dos
3400087,normal
2104569,dos
2366765,dos
1604055,dos
1362750,normal
476743,dos
77934,dos
1911920,dos
3773055,dos
4890108,normal
3414879,normal
133669,normal
4483941,dos
114581,dos
167236,normal
1770090,dos
3240932,dos
1981432,dos
1758127,dos
526251,dos
1920192,dos
3792895,dos
3225452,dos
2100238,dos
4706979,dos
2908967,dos
708406,dos
1011041,dos
2586375,dos
4278692,dos
2740205,dos
3247622,dos
567336,dos
1065409,dos
1082463,dos
1064109,dos
4613348,dos
1328980,dos
1488918,dos
1878934,dos
1538702,dos
743052,normal
3162547,dos
4671388,dos
3531241,dos
494161,dos
2614806,dos
3925907,dos
3040715,dos
1011220,dos
2275440,dos
4704999,dos
1784884,dos
4558927,dos
1215353,dos
1103791,dos
543987,dos
3064281,dos
826138,normal
446047,dos
2195964,dos
1795146,dos
3394475,dos
3122747,dos
143520,normal
148709,normal
991434,dos
4754697,dos
2597207,dos
801298,normal
3113807,dos
1933569,dos
2402554,dos
3518332,dos
3756111,dos
4419268,dos
402436,normal
3556185,dos
704587,dos
2325219,dos
1189713,dos
1648301,dos
1655962,dos
1907708,dos
4185255,dos
1799145,dos
39232,normal
4712639,dos
2856390,dos
381976,normal
1186226,dos
4261597,dos
3332637,dos
528505,dos
2706482,dos
4692136,dos
2512757,dos
1987013,dos
4030617,dos
1348418,normal
2388829,dos
1188168,dos
643384,dos
608184,dos
3802870,dos
3490644,dos
2846116,dos
163716,normal
2681853,dos
